ChatId,PersonType,PersonId,CreatedAt,PlainText,isPrivate
UC-2026-0101,manager,M-0101,1751450211348,찬물에 단독 손세탁을 권장합니다. 건조기는 피해 주세요.,False
UC-2026-0101,user,U-0101,1751452173517,감사합니다,False
UC-2026-0102,user,U-0102,1755157095787,라지 에코백에 노트북 들어가나요?,False
UC-2026-0102,manager,M-0102,1755158567909,"네, 15인치 노트북까지 수납 가능합니다.",False
UC-2026-0102,user,U-0102,1755159495787,감사합니다,False
UC-2026-0103,user,U-0103,1748746368709,자수는 몇 글자까지 되나요?,False
UC-2026-0103,manager,M-0103,1748747784206,영문 이니셜 3자까지 가능합니다.,False
UC-2026-0104,user,U-0104,1747541443156,에코백 세탁 어떻게 하나요?,False
UC-2026-0104,manager,M-0104,1747541890460,찬물에 단독 손세탁을 권장합니다. 건조기는 피해 주세요.,False
UC-2026-0105,user,U-0105,1749968951936,미국으로 배송되나요?,False
UC-2026-0105,manager,M-0105,1749970274433,현재 해외 배송 정책을 확인해서 다시 안내드리겠습니다.,False
UC-2026-0106,user,U-0106,1749529626547,일본 배송 관세 어떻게 되나요?,False
UC-2026-0106,manager,M-0106,1749531408537,담당자 확인 후 안내드리겠습니다.,False
UC-2026-0106,user,U-0106,1749532026547,네 기다릴게요,False
UC-2026-0107,user,U-0107,1751174862150,미국으로 배송되나요?,False
UC-2026-0107,manager,M-0107,1751175781986,현재 해외 배송 정책을 확인해서 다시 안내드리겠습니다.,False
UC-2026-0108,user,U-0108,1753601713366,일본 배송 관세 어떻게 되나요?,False
UC-2026-0108,manager,M-0108,1753603276104,담당자 확인 후 안내드리겠습니다.,False
UC-2026-0109,user,U-0109,1749871887671,미국으로 배송되나요?,False
UC-2026-0109,manager,M-0109,1749873005403,현재 해외 배송 정책을 확인해서 다시 안내드리겠습니다.,False
UC-2026-0110,user,U-0110,1750047579883,일본 배송 관세 어떻게 되나요?,False
UC-2026-0110,manager,M-0110,1750048714983,담당자 확인 후 안내드리겠습니다.,False
UC-2026-0110,user,U-0110,1750049979883,네 기다릴게요,False
UC-2026-0111,user,U-0111,1751957144061,미국으로 배송되나요?,False
UC-2026-0111,manager,M-0111,1751957554592,현재 해외 배송 정책을 확인해서 다시 안내드리겠습니다.,False
UC-2026-0112,user,U-0112,1748423743075,일본 배송 관세 어떻게 되나요?,False
UC-2026-0112,manager,M-0112,1748424944008,담당자 확인 후 안내드리겠습니다.,False
UC-2026-0112,user,U-0112,1748426143075,네 기다릴게요,False
UC-2026-0113,user,U-0113,1751793755944,미국으로 배송되나요?,False
UC-2026-0113,manager,M-0113,1751794534095,현재 해외 배송 정책을 확인해서 다시 안내드리겠습니다.,False
UC-2026-0113,user,U-0113,1751796155944,네 기다릴게요,False
UC-2026-0114,user,U-0114,1751248994016,100개 단체 주문 견적 받고 싶어요,False
UC-2026-0114,manager,M-0114,1751250373145,대량 주문은 담당자가 별도로 견적을 안내드립니다. 연락처를 남겨 주세요.,False
UC-2026-0115,user,U-0115,1747708362941,기업 로고 인쇄 가능한가요?,False
UC-2026-0115,manager,M-0115,1747710033177,수량과 일정에 따라 달라서 담당자 확인 후 회신드리겠습니다.,False
UC-2026-0115,user,U-0115,1747710762941,메일로 보냈습니다,False
UC-2026-0116,user,U-0116,1748660311914,100개 단체 주문 견적 받고 싶어요,False
UC-2026-0116,manager,M-0116,1748661255473,대량 주문은 담당자가 별도로 견적을 안내드립니다. 연락처를 남겨 주세요.,False
UC-2026-0117,user,U-0117,1751538905742,기업 로고 인쇄 가능한가요?,False
UC-2026-0117,manager,M-0117,1751540384437,수량과 일정에 따라 달라서 담당자 확인 후 회신드리겠습니다.,False
UC-2026-0117,user,U-0117,1751541305742,메일로 보냈습니다,False
UC-2026-0118,user,U-0118,1752914957168,100개 단체 주문 견적 받고 싶어요,False
UC-2026-0118,manager,M-0118,1752916394540,대량 주문은 담당자가 별도로 견적을 안내드립니다. 연락처를 남겨 주세요.,False
UC-2026-0118,user,U-0118,1752917357168,메일로 보냈습니다,False
UC-2026-0119,user,U-0119,1747795017814,기업 로고 인쇄 가능한가요?,False
UC-2026-0119,manager,M-0119,1747795888067,수량과 일정에 따라 달라서 담당자 확인 후 회신드리겠습니다.,False
UC-2026-0119,user,U-0119,1747797417814,메일로 보냈습니다,False
UC-2026-0120,user,U-0120,1748418438777,100개 단체 주문 견적 받고 싶어요,False
UC-2026-0120,manager,M-0120,1748419218232,대량 주문은 담당자가 별도로 견적을 안내드립니다. 연락처를 남겨 주세요.,False
UC-2026-0120,user,U-0120,1748420838777,메일로 보냈습니다,False
